"cobacia","S1_ivv_nu","S2_ivv_nu","S3_ivv_classe","S4_ivv_nu","floresta","monitorado","estacoes","escolas","alunos","docentes","risco"
793481,2.8185336914071e-07,0.19061587099355,"2",0.202,56.961,"yes",0,1,11,1,0
793492,2.5661502095839e-07,0.190615854685762,"2",0.207,40.2588,"yes",2,7,1086,74,0
793493,2.0130616762556e-07,0.190615809515129,"2",0.178,76.4037,"yes",0,4,127,15,0
793522,9.633066715603e-08,0.190151094485197,"2",0.243,4.3803,"no",0,1,275,15,0
793523,1.4388407050514e-07,0.190151112198803,"2",0.265,35.2287,"no",0,6,1966,173,0
793542,1.5628415514203e-07,0.190151552415001,"4",0.286,0.1683,"no",0,3,1267,55,0
793544,1.2130850549574e-07,0.190151072066205,"2",0.249,8.8758,"no",0,13,6766,368,0
793545,1.6862812899808e-07,0.190151098399165,"2",0.304,8.01,"no",0,1,105,8,0
793546,1.4233967443062e-07,0.190151720585205,"2",0.265,2.6883,"no",0,1,28,9,0
793614,4.1739119321429e-07,0.190151161632962,"2",0.285,3.1653,"no",0,3,257,22,0
793624,2.5813070636459e-07,0.190615749393954,"2",0.319,7.2288,"no",0,1,52,6,0
793625,3.0719027856941e-07,0.190615768195616,"2",0.316,21.2166,"no",0,3,533,40,0
793632,1.16305670017897e-06,0.190151204913137,"2",0.26,5.5431,"no",0,2,293,29,0
793633,6.6062963754882e-07,0.190151144408111,"2",0.277,25.2504,"no",0,3,571,46,0
793634,2.17724169073865e-06,0.190151175084862,"2",0.26,2.2446,"no",0,1,62,7,0
793642,9.0364176490257e-07,0.190151159881,"2",0.245,47.0835,"no",0,16,5043,356,0
793682,2.3307719601119e-06,0.190151102124588,"2",0.211,8.2377,"no",0,1,34,5,0
793683,1.00123903295247e-06,0.190151142218868,"2",0.205,51.6276,"no",1,9,3225,227,0
793692,9.86686996586886e-06,0.190151138364277,"2",0.243,4.275,"no",0,1,300,26,0
793696,7.0132145581417e-07,0.190151227769836,"2",0.212,5.229,"no",0,2,353,45,0
793698,2.7223376109952e-07,0.19015116302421,"4",0.194,17.1252,"no",0,11,1624,158,0
793713,1.0878245243868e-07,0,"2",0.271,1.656,"no",0,11,3945,387,0
793714,9.302807817686e-08,0.190150591040032,"4",0.268,0.117,"no",0,7,1721,170,0
793722,2.665737959956e-07,0.190151249096427,"4",0.254,2.5686,"no",0,1,389,35,0
793723,2.9932663431318e-07,0.190151137924394,"2",0.245,2.2788,"no",1,35,11919,840,0
793724,2.2794058366977e-07,0.190150913179774,"2",0.208,2.6577,"no",0,3,961,76,0
793725,3.6586626771279e-07,0.190151183566163,"2",0.21,14.7861,"no",1,14,3886,274,0
793733,7.197172123431e-08,0,"2",0.208,12.717,"no",0,1,147,15,0
793736,5.20188798859e-09,0.188861957582804,"2",0.178,20.6604,"yes",4,109,34125,2326,0.136
793743,7.80224772661e-09,0.188861979546443,"5",0.196,0.8262,"no",0,3,453,37,0
793744,7.334221899701e-08,0.188862032626565,"2",0.19,27.5958,"no",1,4,1055,86,0
793747,2.93367816957e-09,0.188861990124581,"2",0.198,3.1239,"no",0,16,5145,364,0
793748,6.854895004044e-08,0.188861977310534,"2",0.2,16.4835,"no",0,6,1015,75,0
793761,1.198149755045e-08,0.188861982817242,"4",0.18,3.3642,"no",1,5,1515,101,0
793766,1.024681874254e-08,0.188861995141639,"2",0.21,8.73,"no",0,1,66,4,0
793771,1.525563799944e-08,0,"4",0.19,0.7398,"no",1,22,8673,612,0
793773,1.786755223215e-08,0,"4",0.19,0.0756,"no",0,1,152,16,0
793774,2.49908963182e-08,0.188862031654043,"4",0.19,5.7384,"no",0,4,410,49,0
793776,3.97415960325e-08,0.18886197146079,"4",0.17,64.0503,"yes",2,17,4608,350,0
793781,2.184862599706e-08,0.188861985598799,"4",0.152,0.9315,"yes",5,229,89954,4693,9.179
793782,4.662331987805e-08,0.188861934913171,"4",0.14,2.8611,"yes",3,56,24890,0,2.662
793783,2.7491280955223e-07,0.188861987225725,"2",0.149,3.7665,"yes",6,359,145470,8113,7.649
793784,9.579214937569e-08,0.188861951453471,"2",0.136,46.1079,"yes",0,4,856,44,0
793785,2.7090759232613e-07,0.18886197199686,"2",0.145,3.3372,"yes",3,41,15223,760,0
793786,8.89393431357e-08,0.188862027619603,"2",0.143,68.3829,"no",0,5,1425,83,0
793789,3.4041948133224e-07,0.18886198141297,"2",0.149,29.9439,"no",1,26,11663,555,0
793798,4.6343325563047e-07,0.188961626803685,"2",0.205,35.3367,"no",0,224,99725,0,0
793821,7.0263803686047e-07,0.188961641724734,"4",0.206,0.0594,"no",0,1,356,14,0
793822,5.0300625723377e-07,0.188961692775932,"4",0.199,6.5853,"no",0,14,9214,417,0
793824,5.2954668323271e-07,0.18896160185078,"4",0.2,2.7378,"no",2,68,37174,1800,0
793861,5.5419335042229e-07,0.188961651098987,"2",0.221,63.0153,"no",0,8,851,55,0
793863,3.0252204311512e-07,0.188961654318731,"2",0.206,30.0762,"no",0,2,146,8,0
793865,7.879704508059e-08,0.18896165731614,"2",0.148,28.9854,"no",0,3,184,20,0
793867,8.237314616089e-08,0.18896173620301,"2",0.157,29.9079,"yes",0,1,40,2,0
793871,2.95108102344315e-06,0.188961641845767,"2",0.226,5.4045,"no",0,1,46,6,0
793872,1.29041581560702e-06,0.18896159393904,"2",0.238,41.2254,"no",1,34,9137,745,0
793873,2.77464156842133e-06,0.188961643241414,"2",0.23,0.6705,"no",0,1,200,5,0
793874,4.00127287789279e-06,0.188961656662816,"2",0.226,20.385,"no",0,1,63,5,0
793875,0.000105943975917874,0.188961644960633,"2",0.22,1.5966,"no",0,1,58,6,0
793891,0.020224859357954,0.188961639765569,"2",0.205,109.8747,"no",0,1,123,18,0
793914,1.49517108393498e-06,0.188961677133692,"2",0.2,93.7881,"yes",0,1,59,9,0.005
793919,7.4805192234849e-07,0,"2",0.195,67.7952,"no",3,6,2443,84,14.869
793921,6.1810311643418e-07,0.188961650251715,"2",0.198,138.5298,"no",2,7,3830,170,4.291
793925,1.36786414715597e-06,0.188961645926374,"2",0.176,58.8204,"no",0,1,9,1,0
793929,6.09855753577803e-06,0.188961694378048,"2",0.158,40.0122,"no",0,1,6,1,0
793939,8.03807248102781e-06,0,"4",0.261,25.4151,"yes",9,56,20859,1323,0
793941,0.00216749672416577,0.101404058729221,"1",0.199,0,"yes",0,13,3984,389,0
793942,6.46978037903311e-05,0.101404193968976,"4",0.203,1.3113,"yes",3,25,9634,465,0
793945,6.95224305624396e-05,0.101404052086467,"2",0.178,81.1386,"yes",3,15,2924,287,1.919
793961,1.25821383129467e-06,0.101404053673957,"4",0.226,0.0783,"yes",1,22,9541,470,7.849
793967,3.50735012387507e-06,0.101404053702346,"2",0.22,75.2337,"yes",0,1,23,3,0
793969,1.71224503651506e-05,0.101404072441279,"2",0.207,144.0162,"yes",0,1,181,11,0
793971,7.7893209988555e-07,0,"4",0.222,1.3005,"yes",3,36,9896,597,10.622
793972,2.0082774287832e-07,0.101404042109823,"2",0.219,76.041,"yes",2,56,13738,927,7.586
793973,7.095773954541e-08,0,"4",0.214,63.9018,"yes",1,3,279,20,0
793981,1.5772860311e-10,0.439102573723555,"4",0.233,0.198,"yes",0,1,109,15,0.191
793982,1.5622204633e-10,0.439101977114135,"4",0.211,0,"yes",0,1,116,5,0
794161,1.707685731937e-08,0.439102493721368,"5",0.199,58.347,"yes",1,14,3192,214,4.185
794212,2.352737894906e-08,0.439102689381917,"5",0.203,9.1926,"yes",0,1,247,12,0
794213,1.935987358601e-08,0.439102560191839,"2",0.198,37.0953,"yes",0,2,373,23,0
794231,2.452785301856e-08,0.439102564102564,"5",0.202,13.2885,"yes",0,1,173,14,0
794241,3.6328398305883e-07,0.43910250428577,"2",0.235,54.9936,"yes",0,2,154,9,0.765
794242,1.1729849266893e-07,0.439102727968205,"2",0.212,10.4778,"yes",0,1,33,5,0
794282,6.343672332625e-08,0.439102458194711,"2",0.223,39.6522,"yes",0,2,62,6,0.39
794283,8.017687523885e-08,0.439102609604938,"2",0.212,54.18,"yes",0,1,48,6,0.579
794284,1.714287535103e-08,0.439102668315328,"2",0.224,47.673,"yes",0,3,117,12,0
794291,7.01539092197868e-06,0.43910256950256,"2",0.225,24.6834,"yes",1,14,4002,217,2.712
794292,7.113540899231e-08,0.439102455025561,"2",0.185,71.613,"yes",0,2,315,17,0.628
794294,4.186769023218e-08,0.439102290127934,"2",0.195,46.0728,"yes",0,2,210,12,0.387
794295,4.869254712518e-08,0.439102550235744,"2",0.189,19.4994,"yes",1,2,175,10,0.109
794298,1.81279750255e-08,0.439102789629505,"2",0.185,28.2222,"yes",0,2,36,2,0.017
794343,7.875040055431e-08,0.439102475276316,"2",0.197,12.4551,"yes",0,4,616,42,0.051
794425,7.598397233119e-08,0.439102564824431,"2",0.169,9.7821,"yes",0,1,297,22,0
794442,1.3337770282927e-07,0.439102645486955,"2",0.18,130.0509,"yes",0,1,24,3,0
794444,1.510589981659e-07,0.439102376218295,"2",0.208,43.4196,"yes",0,1,73,5,0
794447,2.7346170705633e-07,0.439102589725867,"2",0.176,21.4506,"yes",0,1,18,2,0
794453,1.7505397189307e-07,0.439102563076866,"2",0.214,105.5772,"yes",1,12,2148,165,3.059
794461,2.87642323184e-07,0.439102556276679,"2",0.216,42.8715,"yes",0,6,633,68,0
794462,2.2668515740017e-07,0.439102640812622,"2",0.233,122.6718,"yes",0,5,451,44,4.847
794481,7.433951330084e-07,0.439102569766143,"2",0.21,39.5199,"yes",0,1,110,8,0
794482,1.95996856946703e-06,0.439102462396848,"2",0.181,99.5112,"yes",1,3,503,32,0.18
794484,1.09901154720696e-06,0.4391023666558,"2",0.161,38.538,"yes",0,2,218,22,0
794492,0.005109754315541,0.439102564102564,"2",0.207,132.4773,"yes",0,1,133,9,0
794494,3.92544206932434e-06,0.439102564102564,"2",0.209,89.5194,"no",0,1,80,4,0
794497,5.68744978238125e-05,0.439102560018231,"2",0.214,44.3232,"yes",0,8,1822,123,0.049
794511,4.4337816698194e-07,0.4386933202219,"5",0.222,27.6786,"yes",0,1,56,4,0
794512,3.9380536463177e-07,0.439103222180592,"2",0.234,12.2688,"yes",0,2,58,10,1.707
794513,1.18220251563738e-06,0.438691207924737,"2",0.234,2.0952,"yes",2,5,1032,57,0.106
794525,3.254125935756e-08,0.43910263051872,"2",0.203,54.8127,"yes",0,1,12,1,4.433
794533,5.372394917009e-08,0.43867893067307,"2",0.225,9.3528,"yes",0,2,141,16,11.066
794534,3.164676964749e-08,0.439102443111318,"2",0.223,66.0132,"yes",0,1,60,5,0
794535,2.682882938545e-08,0.438676233556114,"2",0.232,96.9885,"yes",0,9,1609,133,13.624
794537,3.839238461525e-08,0.438669577295033,"2",0.178,40.7736,"yes",1,1,36,8,1.706
794552,1.231144502739e-08,0.439102607405903,"2",0.175,134.9847,"yes",0,1,14,2,1.488
794553,2.284642857849e-08,0.438649074082529,"2",0.168,0.8478,"yes",0,2,98,23,1.67
794562,3.680361305604e-08,0.439102899082802,"2",0.163,32.8068,"yes",0,3,208,22,0.271
794563,1.724348140393e-08,0.439102545426965,"2",0.158,33.732,"yes",0,1,25,4,0.005
794565,1.828536423326e-08,0.439102466360227,"2",0.151,87.3576,"yes",0,1,15,4,0.075
794571,1.129254856321e-08,0.438640679705485,"5",0.167,96.7005,"yes",0,2,61,10,9.406
794572,6.62414291239e-09,0.43910243357461,"2",0.181,76.4496,"yes",0,3,52,11,0
794574,1.010715037089e-08,0.439102344458849,"2",0.165,49.0167,"yes",0,1,29,5,1.345
794581,6.62297109925e-09,0.439102573315322,"2",0.17,59.427,"yes",0,4,45,12,1.345
794583,3.77382729131e-09,0.439102553305928,"2",0.183,71.9784,"yes",0,1,9,3,0.009
794591,5.28897794755e-09,0.438609962216015,"2",0.189,99.3987,"yes",0,1,99,13,0
794593,2.1060107642e-09,0.438598368825695,"2",0.204,3.258,"yes",0,2,333,27,0.07
794596,1.25696152412e-09,0.43910250316582,"2",0.197,193.8177,"yes",0,1,62,9,0.435
794597,8.2259402246e-10,0.438588838755305,"2",0.205,82.9161,"yes",0,2,16,6,0
794614,8.472070025495e-08,0.439666233136676,"2",0.199,97.542,"yes",0,2,43,12,0
794619,6.5456501988e-09,0.436724071120463,"2",0.17,0.6912,"no",0,2,345,25,0.1
794622,1.07583879341e-08,0.439102613535492,"2",0.165,90.8244,"yes",0,1,62,7,1.105
794623,7.52517198564e-09,0.42419233950827,"2",0.171,74.0088,"no",0,1,55,7,0.129
794624,1.1202538312687e-07,0.439102821431943,"2",0.181,24.8985,"no",0,1,196,15,0
794629,9.55832727155e-09,0.439102518478034,"2",0.175,118.0143,"yes",0,1,71,7,0.121
794631,8.318630143852e-08,0.439591898321284,"2",0.183,45.9369,"no",0,2,13,2,0.278
794633,1.0798923684679e-07,0.439607609773768,"2",0.171,36.144,"no",0,1,43,5,0
794643,3.6789007208265e-07,0.439666232035079,"2",0.194,233.3898,"no",0,3,241,23,0
794662,1.6041493542474e-07,0.439102703827893,"2",0.177,80.802,"no",0,1,110,10,0
794671,6.3984056376631e-07,0.439666244552846,"2",0.183,191.8854,"yes",0,4,750,33,0
794673,179.000000089112,0.439666242066239,"2",0.243,132.8094,"yes",0,4,727,38,0
794683,3.42036764044347e-06,0.439666192082017,"2",0.211,104.2587,"no",0,8,2770,135,0
794696,2.08018474181204e-06,0.439666414626999,"2",0.235,41.7879,"no",0,9,1958,0,0
794697,1.00084975959008e-06,0.439666227171856,"2",0.205,187.8606,"yes",2,17,3459,200,0
794713,9.0106173971e-10,0.4391479678107,"2",0.193,23.0922,"yes",0,3,285,25,0
794721,9.7778155668e-10,0.439102568325323,"2",0.226,41.2866,"yes",0,1,100,9,0.217
794723,3.11135693659e-09,0.439102569188931,"2",0.211,105.8535,"yes",0,4,189,33,0.07
794726,2.64490062994e-09,0.439102523631442,"2",0.214,43.7463,"yes",0,2,39,5,0
794727,2.06795268391e-09,0.439102598290904,"2",0.207,88.0641,"yes",1,11,1106,84,0.127
794734,3.69349905399e-09,0.439102508454557,"2",0.237,48.3795,"yes",1,4,810,55,1.898
794741,4.42756643989e-09,0.439656322654622,"2",0.274,67.1877,"yes",0,1,6,1,0
794742,8.95557798458e-09,0.439666290694996,"2",0.299,83.3139,"no",0,3,594,30,0
794752,5.44318824766e-09,0.439666087610338,"2",0.282,34.5852,"no",0,2,111,7,0
794756,1.0829014399872e-07,0.43966603133654,"2",0.203,22.8123,"yes",0,1,25,1,0
794757,1.067663810013e-08,0.438960929496563,"2",0.237,8.7039,"yes",0,1,16,1,0
794761,8.72614263246e-08,0.43966626156944,"2",0.217,27.459,"yes",1,9,2351,105,0.183
794762,8.669023713554e-08,0.439666106701229,"5",0.17,17.1963,"yes",0,2,29,2,0
794763,1.0776544821988e-07,0.439666198874233,"2",0.177,16.2522,"yes",0,1,17,1,0
794771,6.86902717083e-09,0.438885613694349,"2",0.247,5.0544,"yes",0,2,28,3,0
794773,5.56496886976e-09,0.438801706134763,"2",0.234,9.5859,"yes",0,2,71,4,0
794774,6.76467958981e-09,0.439666357171405,"2",0.185,48.7863,"yes",0,1,10,1,0
794776,6.98456328424e-09,0.439666205837653,"5",0.153,53.1009,"yes",0,3,311,23,0
794782,2.722939839259e-07,0.43966620270883,"2",0.243,62.586,"no",1,2,1456,63,0
794786,6.2221585388307e-07,0.439666031923831,"2",0.206,45.2565,"yes",0,1,8,2,0
794788,3.7003895084297e-07,0.439666469554229,"5",0.239,22.8222,"no",0,1,49,6,0
794789,4.8490127275439e-07,0.439666325790064,"2",0.222,45.3402,"no",0,1,98,6,0
794823,2.810142717062e-08,0.438540343014823,"5",0.247,32.2848,"no",0,1,50,6,0
794824,2.713501411162e-08,0.438540007639114,"5",0.257,13.2948,"no",0,2,327,20,0
794825,2.349998723818e-08,0.438539998562135,"5",0.257,19.2249,"no",0,1,55,6,0
794832,2.74392404166e-08,0.438540572255045,"2",0.212,31.9176,"no",0,1,45,3,0
794842,3.457950666915e-08,0.438540180750491,"2",0.236,51.5709,"no",0,1,49,3,0
794851,3.286074830164e-08,0.438540344405896,"2",0.227,22.3371,"yes",0,1,44,4,0
794852,5.388153026608e-08,0.438540435273384,"2",0.227,52.8138,"yes",0,2,257,20,0
794882,8.685991614764e-08,0.438540564063118,"5",0.188,27.8586,"no",0,2,162,20,0
794895,2.7834515474512e-07,0.438540397085679,"2",0.194,110.8386,"no",0,2,242,22,0
794911,1.575038347094e-08,0.438540331433067,"2",0.163,31.2201,"yes",0,5,509,37,0
794913,9.883846948472e-08,0.438540341140948,"2",0.193,166.0059,"yes",0,3,125,13,0.006
794922,1.0291036037404e-06,0.438540412050503,"2",0.229,92.9394,"yes",2,26,6927,439,0.138
794923,6.8039868714694e-07,0.438540401327007,"2",0.194,12.9285,"yes",0,1,13,3,0
794924,3.7687331226986e-07,0.43854026852882,"5",0.22,61.3359,"yes",0,2,120,13,0
794925,4.509249074378e-07,0.438540298452029,"2",0.213,57.2445,"yes",1,13,5594,311,0
794942,3.8658263817634e-07,0.438539622149121,"5",0.22,11.9889,"yes",0,2,456,24,0
794952,1.1304126867378e-07,0.438540107756586,"2",0.227,34.8354,"yes",0,3,469,33,0
794991,1.8046416292375e-07,0.438540288250661,"2",0.223,72.2439,"yes",0,2,135,25,0
794992,1.7458479821435e-07,0.43854049670293,"2",0.212,48.0159,"yes",0,1,195,11,0
795112,1.377742682906e-08,0.224803328542466,"2",0.226,103.6737,"yes",0,3,119,11,0
795119,7.365252525682e-08,0,"2",0.188,44.6076,"no",0,2,23,3,0
795125,8.789826024306e-08,0.224719094074469,"2",0.217,11.8053,"no",0,1,24,2,0
795143,6.2995948262743e-07,0.224719116646939,"4",0.191,40.1139,"yes",2,11,2789,199,0
795152,2.6034396557272e-07,0.224719101123595,"2",0.189,112.7097,"yes",0,4,676,61,0
795159,6.65507341536e-09,0,"4",0.242,46.2024,"yes",0,60,16690,1076,0
795163,1.0479582824223e-07,0.224719105239006,"2",0.185,69.5754,"no",0,2,351,21,0
795165,2.43777714824493e-06,0.22471910895354,"2",0.173,404.4465,"no",0,3,202,12,0
795177,1.0170278396308e-06,0,"2",0.23,79.695,"yes",1,13,6453,283,6.88
795181,1.94256090455977e-06,0.286599525980321,"2",0.25,0.3294,"yes",0,10,5731,249,0
795182,1.41177950709163e-06,0.286599451970128,"2",0.246,11.8386,"yes",0,7,3201,167,0
795183,6.1450909854471e-07,0.286599526215647,"2",0.24,91.899,"yes",0,5,1870,96,0
795191,4.70888900782492e-06,0,"2",0.249,3.1383,"yes",2,41,19346,972,0
795194,8.28414689908319e-06,0.286599552726783,"2",0.289,16.2801,"yes",3,8,4828,272,0
795195,2.8758978717645e-05,0,"2",0.272,16.4844,"yes",0,8,2539,119,0
795221,2.54691872436985e-06,0.286599527380959,"2",0.261,6.6807,"no",1,1,1122,31,0
795223,1.845568418488e-06,0.286599547727935,"2",0.272,11.3139,"yes",0,1,29,7,0
795226,8.7090315442539e-07,0.286599541581413,"2",0.27,14.2515,"yes",1,5,1818,91,0
795227,1.81368619143765e-06,0.28659951205203,"2",0.308,8.1306,"yes",0,1,92,12,0
795228,8.7039833881646e-07,0.286599580836307,"2",0.263,46.5489,"yes",2,4,3519,160,50.203
795232,5.8983433288778e-07,0.286599553435856,"2",0.241,18.6786,"yes",0,2,62,9,0
795242,4.1849239323213e-07,0.286599520313219,"2",0.216,24.9219,"yes",1,1,265,20,0
795243,3.8395402357423e-07,0.286599550401158,"2",0.205,42.8895,"no",0,8,1177,98,0
795244,2.8199107638993e-07,0.286599563769554,"2",0.195,68.3109,"yes",1,3,334,32,0
795245,5.396767907658e-08,0.286599549474746,"2",0.203,107.3979,"yes",1,14,2621,199,0
795252,4.6868400105696e-07,0.28659950601991,"2",0.225,18.4743,"no",0,4,577,44,0
795281,3.3162580080687e-07,0.286599540058259,"2",0.191,25.9479,"no",1,20,7608,445,1.699
795282,1.5016946515654e-07,0.28659949493335,"2",0.195,87.5826,"yes",0,8,2898,164,0.607
795283,2.6202286688781e-07,0.286599567725105,"2",0.204,104.8653,"yes",0,7,2685,132,1.224
795293,1.1101889068771e-07,0.286599548294264,"2",0.249,281.3256,"yes",1,2,141,10,0.159
795321,3.0273309306155e-07,0.286932900441164,"2",0.202,0.0081,"yes",0,2,1285,71,4.869
795323,3.6351429221374e-07,0.28693298392509,"2",0.207,18.4032,"yes",2,10,3941,209,4.983
795412,1.9633465390814e-07,0.286932928436319,"2",0.199,3.1671,"yes",0,12,5823,316,0
795422,1.12165166708e-09,0.286932925613005,"2",0.197,60.8958,"yes",1,5,995,75,3.529
795426,1.513107945619e-07,0.286932952735723,"3",0.216,87.8733,"yes",1,4,480,46,0
795427,1.4039603219991e-07,0.286932920543838,"2",0.204,60.588,"yes",0,2,69,13,0.268
795428,3.7786715217737e-07,0.286932883175677,"4",0.204,43.6617,"yes",0,3,127,22,0
795436,4.062131552558e-08,0.286932887385049,"2",0.203,62.1747,"yes",1,30,10293,866,22.41
795437,3.50220008918e-08,0.286932919738508,"2",0.201,8.4699,"yes",0,14,4188,390,1.243
795439,1.7528777996244e-07,0.286932919403844,"2",0.219,184.6062,"yes",0,32,7129,626,66.332
795441,3.120738217939e-07,0.286932917570761,"2",0.18,33.3207,"yes",3,37,10370,791,39.527
795444,1.06254616152174e-06,0.286932897243353,"2",0.223,67.6584,"yes",0,4,411,32,0.048
795445,7.1217920957729e-07,0.286932926693317,"2",0.222,8.9172,"yes",0,2,430,28,0.82
795446,8.175659690399e-07,0.286932934135435,"3",0.226,84.1536,"yes",0,1,12,3,0
795448,1.59203504734849e-06,0.286932887952533,"3",0.229,115.9785,"yes",0,2,104,18,0
795449,1.36806160195658e-06,0.286932890232905,"4",0.227,156.7728,"yes",0,2,348,26,0
795452,1.7688084250972e-07,0.286932933803526,"2",0.221,158.9499,"yes",0,1,355,25,0
795455,3.9306463481753e-07,0.286932919177033,"2",0.219,82.4616,"no",0,4,276,20,0
795457,4.4456595045472e-07,0.286932919583806,"2",0.21,12.3102,"no",0,2,322,22,0
795466,5.7166262812004e-07,0.286932942181849,"1",0.204,138.1608,"yes",1,7,928,87,0
795468,1.606529578563e-08,0.286932945538012,"4",0.196,92.7045,"no",0,3,232,25,0
795471,7.0091164777589e-07,0.286932919866973,"2",0.21,56.079,"no",0,18,3412,265,0
795473,3.7886065545428e-07,0.286932919273125,"4",0.238,31.311,"yes",0,4,898,73,0
795474,5.7336543646404e-07,0.286932965251304,"4",0.219,28.881,"yes",1,2,426,33,0.001
795482,6.1579957855076e-07,0.286932953890978,"4",0.217,52.6338,"yes",1,4,538,46,0
795484,6.6816572491461e-07,0.286932911218854,"4",0.212,84.564,"yes",1,11,1644,161,5.06
795491,3.8561024047594e-07,0.28693292137397,"3",0.236,6.7869,"no",0,10,2811,186,0.188
795493,4.1251125437528e-07,0.286932918064516,"4",0.204,44.0604,"yes",0,9,1832,143,0
795494,1.2083052259335e-07,0.286932913228255,"1",0.213,121.0464,"yes",0,20,4362,338,0
795496,6.3962117342853e-07,0.286932926001723,"1",0.211,309.2463,"yes",3,8,730,83,4.757
795498,6.8015734680917e-07,0.286932914146411,"4",0.209,78.1821,"yes",3,9,1652,152,0
795511,0,0,"2",0.197,8.6706,"yes",2,32,13043,965,2.27
795513,9.6045089976e-10,0,"2",0.194,36.3636,"yes",4,39,15361,1091,2.442
795514,1.35114797528e-09,0.287602070088476,"4",0.209,26.6211,"yes",1,20,9394,587,1.829
795521,3.4730538103e-09,0.287602021260463,"4",0.21,0.0513,"yes",1,16,6340,370,9.085
795522,4.37169494344e-09,0.287602057703763,"2",0.207,73.404,"yes",0,5,1387,76,8.745
795524,8.902135610781e-08,0.287602029017915,"2",0.22,533.916,"yes",3,18,3226,240,5.659
795525,2.053841539497e-08,0.287602024588712,"2",0.229,164.2545,"yes",2,13,1913,144,4.294
795531,3.59362890596e-09,0,"1",0.229,5.4747,"yes",0,2,66,10,9.115
795532,5.49873995963e-09,0.28760198383759,"4",0.232,88.731,"yes",0,6,769,79,0
795533,3.71175149516e-09,0,"4",0.239,63.5859,"yes",1,17,3804,288,1.137
795542,7.95243460825e-09,0.287602041585621,"4",0.229,54.5274,"yes",0,1,163,10,0
795543,7.64234559369e-09,0.287602013199244,"2",0.226,24.2604,"yes",0,1,73,7,19.433
795544,1.256740026894e-08,0.287601947296845,"2",0.223,43.8678,"yes",2,1,187,13,0.022
795545,1.491028263525e-08,0.287601995893567,"2",0.225,34.6464,"yes",1,6,2426,120,0.489
795546,3.25795548046e-08,0.287602030426931,"2",0.217,45.7911,"yes",0,1,92,8,0.11
795561,3.47952114034e-09,0.287602015571628,"2",0.25,8.5428,"yes",0,5,1175,72,0.085
795563,5.00475673557e-09,0.287602011144784,"2",0.246,12.2994,"yes",0,6,1703,122,2.89
795564,1.091415130483e-08,0.287601986147072,"2",0.237,56.2491,"yes",0,3,970,73,0
795567,1.291185894098e-08,0.287602017043452,"2",0.231,99.4365,"yes",1,2,599,41,0.354
795571,2.56825232532e-09,0,"2",0.247,30.9123,"yes",1,7,2202,137,0.716
795572,3.34266122118e-09,0.28760206028067,"2",0.244,68.6961,"yes",0,2,142,10,0.559
795573,0,0,"4",0.242,0.9945,"yes",1,4,1291,85,0
795582,1.97610027954e-09,0.287601985458821,"2",0.24,16.2729,"yes",0,3,762,46,13.699
795583,1.00920029955e-09,0.287602015684182,"4",0.242,0.0657,"yes",0,2,330,26,0
795621,4.3752231919e-10,0.286889732078461,"4",0.235,7.4736,"no",1,26,4526,402,0
795642,4.6213134554e-10,0.286821610617284,"4",0.238,1.0512,"yes",0,18,5328,410,6.586
795644,7.7986141556e-10,0.286821730979009,"4",0.236,0.8478,"yes",0,4,310,42,0
795647,4.7139216286e-10,0.286821701638106,"4",0.239,2.1357,"yes",0,9,1729,135,5.787
795669,1.27726219645e-08,0.28682168906514,"2",0.196,215.4105,"yes",0,2,115,12,0
795671,1.17354124952e-09,0.286821707071619,"4",0.242,13.4937,"yes",1,41,11879,963,11.896
795672,2.73538681888e-09,0.286821640354036,"2",0.242,8.3871,"yes",0,3,756,69,0.193
795673,2.740795311453e-08,0.28682170712118,"2",0.24,23.1705,"yes",0,2,112,13,0.083
795683,4.914288132844e-08,0.286821702102311,"2",0.249,10.3032,"no",1,2,274,21,0
795698,1.457814389002e-08,0.286821679913308,"3",0.174,140.337,"yes",0,3,653,62,1.819
795721,4.229150497736e-08,0.286821698427837,"4",0.22,1.7037,"no",0,7,1319,90,0
795722,3.56199423109e-08,0.286821752536023,"4",0.231,3.4632,"no",0,2,76,10,0
795723,4.425772057283e-08,0.286821704344176,"2",0.226,0,"no",0,1,191,15,0
795726,4.527347514364e-08,0.286821976262902,"2",0.225,4.1463,"no",0,1,71,12,0
795727,5.845833843932e-08,0.286821702060407,"3",0.216,9.4491,"no",0,5,1285,97,0.309
795811,4.766686480496e-08,0.286710578853949,"1",0.226,0.3411,"yes",0,3,386,40,0
795814,8.465518138117e-08,0.286710809202003,"4",0.229,0.4455,"yes",0,4,581,45,0
795821,6.404543369493e-08,0.286710576074312,"4",0.223,0.1035,"yes",0,2,252,21,0
795825,1.8777800530246e-07,0.286710583292985,"5",0.218,164.1249,"yes",2,11,1873,140,113.811
795829,1.062768974135e-07,0.286710578151301,"4",0.21,49.6332,"yes",0,2,90,13,111.877
795842,3.7737306960977e-07,0.286710609717267,"1",0.227,35.2854,"yes",0,1,124,13,1.58
795864,2.4092537448855e-07,0.286710673961528,"4",0.236,0.882,"yes",0,3,294,33,0
795867,9.1036646422811e-07,0.286710611209084,"1",0.228,65.9079,"yes",0,1,58,8,1.553
795884,2.467666565709e-07,0.286710625156498,"4",0.234,1.6173,"yes",0,5,1485,112,6.171
